id,recetteid,unit,quantite,ingredient,unit_en,quantite_en,ingredient_en
562,60,cl,20.0,vinaigre d'alcool,cl,20.0,alcohol vinegar
563,60,,1.0,langue,,1.0,language
564,60,,2,bouillons,,2,broths
565,60,g,100.0,cornichons,g,100.0,pickles
566,60,cuillère à café,1,patrelle,teaspoon,1,patrelle
567,61,,,poivre,,,pepper
568,61,,,sel,,,salt
569,61,cuillères à soupe,2.0,crème fraîche,tablespoons,2.0,sour cream
570,61,cuillère à soupe,1.0,moutarde de Dijon,tablespoon,1.0,Dijon Mustard
571,61,g,30.0,beurre,g,30.0,butter
572,61,g,600.0,poireau,g,600.0,leek
573,61,cuillères à soupe,2.0,jus de citron,tablespoons,2.0,lemon juice
574,62,pincée,1.0,piment de Cayenne,pinch,1.0,cayenne pepper
575,62,,,sel,,,salt
576,62,,,poivre,,,pepper
577,62,cuillère à soupe,1.0,sucre,tablespoon,1.0,sugar
578,62,cuillère à soupe,1.0,huile,tablespoon,1.0,oil
579,62,cuillère à soupe,1.0,moutarde,tablespoon,1.0,mustard
580,62,cuillères à café,2.0,vinaigre de cidre,teaspoons,2.0,cider vinegar
581,62,kg,1.0,travers de porc,kg,1.0,pork ribs
582,62,cl,10.0,coulis de tomate,cl,10.0,tomato coulis
583,62,cuillères,2.0,ketchup,spoons,2.0,ketchup
584,63,,,sel,,,salt
585,63,,,poivre,,,pepper
586,63,,,huile d'olive,,,olive oil
587,63,verre,1.0,petit cognac,glass,1.0,small cognac
588,63,boîtes,2.0,tomates concassées,boxes,2.0,crushed tomatoes
589,63,,2.0,oignons,,2.0,onions
590,63,kg,1.0,calamar,kg,1.0,squid
591,63,gousses,2.0,ail,pods,2.0,garlic
592,63,blanc,0.5,lvin,white,0.5,lvin
593,63,cuillère à soupe,,homard,tablespoon,,lobster
594,64,gros,,sel,fat,,salt
595,64,feuille,1.0,thym,leaf,1.0,thyme
596,64,feuille,1.0,de laurier,leaf,1.0,of laurel
597,64,cl,10.0,vinaigre,cl,10.0,vinegar
598,64,,4.0,raies,,4.0,rays
599,64,,,poivre en grains,,,peppercorns
600,64,branches,2.0,persil,branches,2.0,parsley
601,64,g,60.0,beurre doux,g,60.0,sweet butter
602,64,g,40.0,beurre demi-sel,g,40.0,semi-salted butter
603,64,cuillère à café,1.0,jus de citron,teaspoon,1.0,lemon juice
604,64,cuillères à soupe,2,câpres,tablespoons,2,capers
605,65,,,sel,,,salt
606,65,,,poivre,,,pepper
607,65,,,safran,,,saffron
608,65,,,épices,,,spices
609,65,,,cumin,,,cumin
610,65,verre,0.5,huile d'olive,glass,0.5,olive oil
611,65,,1.0,oignon,,1.0,onion
612,65,,1.0,carotte,,1.0,carrot
613,65,,1.0,tomate,,1.0,tomato
614,65,,0.5,courgette,,0.5,zucchini
615,65,morceaux,2,selle d'agneau,pieces,2,saddle of lamb
616,65,,4.0,pommes de terre,,4.0,potatoes
617,65,,,olives vertes,,,green olives
618,65,verre,0.5,eau,glass,0.5,water
619,66,cuillère à soupe,1.0,vinaigre balsamique,tablespoon,1.0,balsamic vinegar
620,66,cuillère à soupe,1.0,moutarde de Dijon,tablespoon,1.0,Dijon Mustard
621,66,cuillères à soupe,2.0,fond de veau,tablespoons,2.0,veal stock
622,66,cuillère à soupe,1.0,huile d'olive,tablespoon,1.0,olive oil
623,66,,4.0,paupiettes de veau,,4.0,veal paupiettes
624,66,gousse,1.0,ail,pod,1.0,garlic
625,66,"cl, blanc",12.5,vin,"cl, white",12.5,wine
626,66,cl,12.5,eau,cl,12.5,water
627,67,botte,0.5,persil,boot,0.5,parsley
628,67,,2.0,oignons,,2.0,onions
629,67,g,20.0,beurre,g,20.0,butter
630,67,kg,2.0,moules,kg,2.0,mussels
631,67,"cl, blanc",25.0,vin,"cl, white",25.0,wine
632,67,branche,1.0,céleri,branch,1.0,celery
633,68,cuillères à soupe,2.0,farine,tablespoons,2.0,flour
634,68,cuillères à soupe,2.0,moutarde,tablespoons,2.0,mustard
635,68,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
636,68,g,30.0,beurre,g,30.0,butter
637,68,,3.0,carottes,,3.0,carrots
638,68,,2.0,oignons,,2.0,onions
639,68,kg,1.0,sauté de porc,kg,1.0,pork stir fry
640,68,"cl, blanc",25.0,vin,"cl, white",25.0,wine
641,68,cl,25.0,eau,cl,25.0,water
642,68,cl,20.0,crème fraîche épaisse,cl,20.0,thick crème fraîche
643,69,g,75.0,jambon,g,75.0,ham
644,69,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
645,69,,2.0,oignons,,2.0,onions
646,69,g,200.0,riz,g,200.0,rice
647,69,,2.0,oeufs,,2.0,eggs
648,69,g,50.0,crevettes,g,50.0,shrimp
649,69,cuillères à soupe,3.0,petits pois,tablespoons,3.0,peas
650,70,,,sel,,,salt
651,70,,,poivre,,,pepper
652,70,g,50.0,beurre,g,50.0,butter
653,70,,7.0,oeufs,,7.0,eggs
654,71,,,poivre,,,pepper
655,71,,,sel,,,salt
656,71,,,huile d'olive,,,olive oil
657,71,,,thym,,,thyme
658,71,,1.0,oignon,,1.0,onion
659,71,,3.0,tomates,,3.0,tomatoes
660,71,,1.0,bar,,1.0,bar
661,71,,1.0,citron,,1.0,lemon
662,71,,,laurier,,,laurel
663,71,"verre, blanc",0.5,vin sec,"glass, white",0.5,dry wine
664,72,,,poivre,,,pepper
665,72,,,sel,,,salt
666,72,,,persil,,,parsley
667,72,cuillères à soupe,4.0,crème fraîche,tablespoons,4.0,sour cream
668,72,,1.0,oignon,,1.0,onion
669,72,,2.0,tomates,,2.0,tomatoes
670,72,g,500.0,pâtes,g,500.0,pasta
671,72,g,120.0,crevettes,g,120.0,shrimp
672,73,,,sel,,,salt
673,73,,,poivre,,,pepper
674,73,,,piment,,,pepper
675,73,,,cumin,,,cumin
676,73,,,curry,,,curry
677,73,,2.0,oignons jaunes,,2.0,yellow onions
678,73,blancs,4.0,de poulet,whites,4.0,chicken
679,73,pot,1.0,crème fraîche allégée,jar,1.0,light crème fraîche
680,74,,,vinaigre balsamique,,,balsamic vinegar
681,74,cuillères à soupe,3.0,miel,tablespoons,3.0,Honey
682,74,,2.0,camemberts,,2.0,Camemberts
683,74,,2.0,pains de campagne,,2.0,country breads
684,74,poignées,2.0,mâche,handles,2.0,chews
685,74,,,genièvre,,,juniper
686,75,,,poivre,,,pepper
687,75,,,sel,,,salt
688,75,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
689,75,g,50.0,beurre,g,50.0,butter
690,75,g,50.0,farine,g,50.0,flour
691,75,,4.0,soles,,4.0,soles
692,75,,1.0,citron,,1.0,lemon
693,76,,,sel,,,salt
694,76,,,poivre,,,pepper
695,76,g,60.0,beurre,g,60.0,butter
696,76,,12.0,oeufs,,12.0,eggs
697,76,cuillères à soupe,6.0,lait,tablespoons,6.0,milk
698,77,,,sel,,,salt
699,77,,,poivre,,,pepper
700,77,g,40.0,beurre tendre,g,40.0,soft butter
701,77,,1.0,Rosbif,,1.0,Roast beef
702,77,gousse,1.0,ail,pod,1.0,garlic
703,78,,,sel,,,salt
704,78,,,poivre,,,pepper
705,78,,,farine,,,flour
706,78,,,beurre,,,butter
707,78,,,vinaigre balsamique,,,balsamic vinegar
708,78,,,huile d'olive,,,olive oil
709,78,,3.0,tomates,,3.0,tomatoes
710,78,,2.0,escalopes de veau,,2.0,veal escalopes
711,78,,,chapelure,,,breadcrumbs
712,78,,,parmesan râpé,,,grated parmesan
713,78,,1,oeuf,,1,egg
714,78,,1.0,citron,,1.0,lemon
715,78,,,roquette,,,rocket
716,78,,,basilic,,,basil
717,79,,,coriandre,,,coriander
718,79,,,sel,,,salt
719,79,,,poivre,,,pepper
720,79,,,curry,,,curry
721,79,,1.0,piment,,1.0,pepper
722,79,,,huile,,,oil
723,79,,1.0,oignon,,1.0,onion
724,79,,1.0,tomate,,1.0,tomato
725,79,g,200.0,lentilles corail,g,200.0,coral lentils
726,79,gousses,2.0,ail,pods,2.0,garlic
727,79,,",",céréales,,,cereals
728,80,bouquet,1.0,persil,bunch,1.0,parsley
871,94,,,poivre,,,pepper
729,80,cuillères à soupe,3.0,huile d'olive,tablespoons,3.0,olive oil
730,80,cuillère à soupe,1.0,farine,tablespoon,1.0,flour
731,80,"cuillères à café, gros",3.0,sel,"teaspoons, large",3.0,salt
732,80,,12.0,oignons,,12.0,onions
733,80,,8.0,carottes,,8.0,carrots
734,80,kg,1.0,épaule d'agneau,kg,1.0,shoulder of lamb
735,80,,8.0,navets,,8.0,turnips
736,80,,10.0,pommes de terre,,10.0,potatoes
737,80,gousses,8.0,ail,pods,8.0,garlic
738,80,g,75,double concentré de tomates,g,75,double tomato concentrate
739,80,,0.5,lbouillon,,0.5,broth
740,80,bouquet,1,garni,bunch,1,garni
741,80,,,épices à couscous,,,couscous spices
742,81,,,sel,,,salt
743,81,,,poivre,,,pepper
744,81,g,60.0,gruyère râpé,g,60.0,grated gruyere
745,81,g,45.0,farine,g,45.0,flour
746,81,g,45.0,beurre,g,45.0,butter
747,81,tranches,12.0,jambon,slices,12.0,ham
748,81,kg,2.0,endive,kg,2.0,endive
749,81,g,75.0,crème,g,75.0,cream
750,81,,30.0,cllait,,30.0,clait
751,82,,,sel,,,salt
752,82,,,poivre,,,pepper
753,82,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
754,82,,1.0,lieu noir,,1.0,saithe
755,83,,,sel,,,salt
756,83,,,poivre,,,pepper
757,83,cuillères à soupe,4.0,coriandre,tablespoons,4.0,coriander
758,83,cuillère à café,1.0,cumin en poudre,teaspoon,1.0,cumin powder
759,83,cuillère à café,1.0,curcuma,teaspoon,1.0,turmeric
760,83,cuillère à café,1.0,gingembre,teaspoon,1.0,ginger
761,83,,2.0,citrons confits,,2.0,preserved lemons
762,83,,2.0,oignons,,2.0,onions
763,83,,1.0,poulet,,1.0,chicken
764,83,gousses,5.0,ail,pods,5.0,garlic
765,83,,1,citron,,1,lemon
766,83,g,400.0,olives vertes,g,400.0,green olives
767,83,cuillères à soupe,3,huile d'argan,tablespoons,3,argan oil
768,83,cl,20,eau,cl,20,water
769,84,,,sel,,,salt
770,84,,,poivre,,,pepper
771,84,,,farine,,,flour
772,84,g,100.0,oignon,g,100.0,onion
773,84,g,200.0,carotte,g,200.0,carrot
774,84,boîte,1.0,de 400 g tomates concassées,box,1.0,400 g crushed tomatoes
775,84,cl,10.0,huile,cl,10.0,oil
776,84,tranches,4.0,jarret de veau,slices,4.0,veal shank
777,84,gousses,3.0,ail,pods,3.0,garlic
778,84,"cl, blanc",20.0,vin sec,"cl, white",20.0,dry wine
779,84,bouquet,1,garni,bunch,1,garni
780,85,cuillère à soupe,1.0,huile de tournesol,tablespoon,1.0,sunflower oil
781,85,cuillère à café,0.5,gingembre,teaspoon,0.5,ginger
782,85,cuillère à café,0.5,cumin,teaspoon,0.5,cumin
783,85,cuillère à soupe,1.0,curcuma,tablespoon,1.0,turmeric
784,85,,4.0,carottes,,4.0,carrots
785,85,,5.0,tomates,,5.0,tomatoes
786,85,,30.0,cllentilles corail,,30.0,coral lentils
787,85,,25.0,cllait de coco,,25.0,coconut milk
788,85,gousse,1.0,ail,pod,1.0,garlic
789,85,cuillère à soupe,1.0,concentré de tomates,tablespoon,1.0,tomato paste
790,86,,,tabasco,,,tabasco
791,86,,,sel,,,salt
792,86,,,poivre,,,pepper
793,86,,,cumin en poudre,,,cumin powder
794,86,,0.5,poivron vert,,0.5,green pepper
795,86,petite boîte,1.0,haricots rouges,small box,1.0,red beans
796,86,,2.0,tomates,,2.0,tomatoes
797,86,,8.0,tortillas,,8.0,tortillas
798,86,blanc,1.0,oignon,white,1.0,onion
799,86,verre,1.0,coulis de tomate,glass,1.0,tomato coulis
800,86,g,250,boeuf haché,g,250,ground beef
801,86,feuilles,8.0,laitue,leaves,8.0,lettuce
802,87,,4.0,carottes,,4.0,carrots
803,87,,,sel,,,salt
804,87,,,poivre,,,pepper
805,87,cuillères à soupe,4.0,farine,tablespoons,4.0,flour
806,87,,2.0,oignons,,2.0,onions
807,87,cl,75.0,vin rouge,cl,75.0,red wine
808,87,g,50.0,beurre,g,50.0,butter
809,87,g,200.0,lardons,g,200.0,bacon
810,87,g,800.0,sanglier,g,800.0,wild boar
811,87,,3.0,ail,,3.0,garlic
812,87,bouquet,1,garni,bunch,1,garni
813,87,g,250.0,champignons de Paris,g,250.0,button mushrooms
814,88,,,poivre,,,pepper
815,88,,,persil,,,parsley
816,88,cl,50.0,crème fraîche,cl,50.0,sour cream
817,88,g,50.0,farine,g,50.0,flour
818,88,g,100.0,beurre,g,100.0,butter
819,88,,1.0,oignon,,1.0,onion
820,88,g,800.0,moules,g,800.0,mussels
821,88,"cl, blanc",15.0,vin sec,"cl, white",15.0,dry wine
822,88,gousses,3.0,ail,pods,3.0,garlic
823,89,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
824,89,cuillère à café,1.0,sucre,teaspoon,1.0,sugar
825,89,,,persil,,,parsley
826,89,ml,37.5,vin rouge,ml,37.5,red wine
827,89,g,850.0,tomate,g,850.0,tomato
828,89,,1.0,carotte,,1.0,carrot
829,89,,1.0,oignon,,1.0,onion
830,89,g,500.0,spaghetti,g,500.0,spaghetti
831,89,gousses,2.0,ail,pods,2.0,garlic
832,89,branche,1.0,céleri,branch,1.0,celery
833,89,g,500,boeuf haché,g,500,ground beef
834,89,cl,50.0,bouillon,cl,50.0,broth
835,90,,,poivre,,,pepper
836,90,,,sel,,,salt
837,90,cuillère à café,1.0,thym,teaspoon,1.0,thyme
838,90,,1.0,gingembre,,1.0,ginger
839,90,cuillère à café,1.0,curry,teaspoon,1.0,curry
840,90,cuillères à soupe,6.0,huile d'olive,tablespoons,6.0,olive oil
841,90,,,citron,,,lemon
842,90,cuillère à café,0.5,carvi,teaspoon,0.5,caraway
843,90,gousses,2.0,ail,pods,2.0,garlic
844,90,,,sauce soja,,,soy sauce
845,90,"g, blanc",500,de poulet,"g, white",500,chicken
846,91,pincée,1.0,poivre,pinch,1.0,pepper
847,91,verre,1.0,liqueur,glass,1.0,liquor
848,91,cuillère à café,1.0,maïzena,teaspoon,1.0,cornflour
849,91,cuillère à café,1.0,muscade,teaspoon,1.0,nutmeg
850,91,g,200.0,emmental,g,200.0,Emmental
851,91,g,400.0,beaufort,g,400.0,beaufort
852,91,g,400.0,comté,g,400.0,county
853,91,"cl, blanc",30.0,vin sec,"cl, white",30.0,dry wine
854,91,gousse,1.0,ail,pod,1.0,garlic
855,91,,1.0,oeuf,,1.0,egg
856,92,cuillères à soupe,3.0,huile,tablespoons,3.0,oil
857,92,,1.0,poivron rouge,,1.0,red pepper
858,92,,2.0,courgettes,,2.0,zucchini
859,92,,1.0,carotte,,1.0,carrot
860,92,,0.5,poireau,,0.5,leek
861,92,,1.0,oignon,,1.0,onion
862,92,g,250.0,champignons de Paris,g,250.0,button mushrooms
863,92,paquet,1.0,nouilles chinoises,pack,1.0,chinese noodles
864,92,cuillère à café,1.0,mélange 5 épices,teaspoon,1.0,5 spice mix
865,92,cuillères,3.0,sauce soja,spoons,3.0,soy sauce
866,93,,5.0,pommes de terre,,5.0,potatoes
867,93,g,50.0,sauce barbecue,g,50.0,barbecue sauce
868,93,g,30.0,gouda,g,30.0,gouda
869,94,,,sauce tomate,,,tomato sauce
870,94,,,sel,,,salt
872,94,,1.0,oignon,,1.0,onion
873,94,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
874,94,gousse,1.0,ail,pod,1.0,garlic
875,94,,2.0,oeufs,,2.0,eggs
876,94,boîte,1.0,canneloni,box,1.0,cannelloni
877,94,g,350.0,viande hachée,g,350.0,minced meat
878,94,g,150.0,chair à saucisse,g,150.0,sausage meat
879,94,g,125,mozzarella,g,125,Mozzarella
880,95,verre,1.0,bière,glass,1.0,beer
881,95,verre,1.0,farine,glass,1.0,flour
882,95,,2.0,oeufs,,2.0,eggs
883,96,,,sel,,,salt
884,96,,,poivre,,,pepper
885,96,,,gruyère râpé,,,grated gruyere
886,96,verre,1.0,crème fraîche,glass,1.0,sour cream
887,96,,1.0,oignon,,1.0,onion
888,96,g,400.0,pâtes,g,400.0,pasta
889,96,,,thon,,,tuna
890,96,petite boîte,1.0,concentré de tomates,small box,1.0,tomato paste
891,97,,,noisette beurre,,,hazelnut butter
892,97,,1.0,oignon,,1.0,onion
893,97,,,persil,,,parsley
894,97,,6.0,pommes de terre,,6.0,potatoes
895,97,g,250.0,chair à saucisse,g,250.0,sausage meat
896,97,,1.0,viande hachée,,1.0,minced meat
897,97,,1.0,oeuf,,1.0,egg
898,97,verre,1.0,bouillon,glass,1.0,broth
899,98,,,sel,,,salt
900,98,g,100.0,farine de blé,g,100.0,wheat flour
901,98,g,300.0,farine de blé,g,300.0,wheat flour
902,98,,4.0,oeufs,,4.0,eggs
903,99,g,50.0,beurre,g,50.0,butter
904,99,cuillère à soupe,1.0,farine,tablespoon,1.0,flour
905,99,cl,25.0,vin rouge,cl,25.0,red wine
906,99,,2.0,oignons,,2.0,onions
907,99,g,100.0,lardons,g,100.0,bacon
908,99,g,800.0,boeuf,g,800.0,beef
909,99,gousse,1.0,ail,pod,1.0,garlic
910,99,g,250.0,champignons de Paris,g,250.0,button mushrooms
911,99,bouquet,1.0,garni,bunch,1.0,garni
912,99,,,sel et poivre,,,salt and pepper
913,699,tranches,4.0,saumon fumé,slices,4.0,smoked salmon
914,699,,,fromage frais,,,fresh cheese
915,699,,,ciboulette,,,chives
916,699,,,ail,,,garlic
917,699,,8.0,tortillas,,8.0,tortillas
918,100,,1.0,tomate,,1.0,tomato
919,100,,1.0,poivre,,1.0,pepper
920,100,pincée,1.0,sel,pinch,1.0,salt
921,100,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
922,100,cuillères à soupe,2.0,persil,tablespoons,2.0,parsley
923,100,"grosse, cuillère à soupe",1.0,moutarde de Dijon,"big, tablespoon",1.0,Dijon Mustard
924,100,g,500.0,lieu noir,g,500.0,saithe
925,100,cuillères à soupe,5.0,crème,tablespoons,5.0,cream
926,100,cuillère à soupe,1.0,ciboulette,tablespoon,1.0,chives
927,101,cuillère à café,1.0,coriandre,teaspoon,1.0,coriander
928,101,cuillère à soupe,1.0,vinaigre,tablespoon,1.0,vinegar
929,101,,1.0,échalote,,1.0,shallot
930,101,gousses,4.0,ail,pods,4.0,garlic
931,101,cuillère à soupe,1.0,épices à colombo,tablespoon,1.0,colombo spices
932,101,,,sel,,,salt
933,101,,,poivre,,,pepper
934,101,cuillère à soupe,1.0,piment de Cayenne,tablespoon,1.0,cayenne pepper
935,101,cuillères à soupe,2.0,persil,tablespoons,2.0,parsley
936,101,cuillères à soupe,3.0,thym,tablespoons,3.0,thyme
937,101,,1,courgette,,1,zucchini
938,101,,1.0,aubergine,,1.0,eggplant
939,101,,1,oignon,,1,onion
940,101,,4,cuisses de poulet,,4,chicken thighs
941,101,gousse,1.0,ail,pod,1.0,garlic
942,101,,3.0,pommes de terre,,3.0,potatoes
943,101,cuillères à soupe,2.0,épices à colombo,tablespoons,2.0,colombo spices
944,101,,,jus de citron,,,lemon juice
945,101,,15.0,cllait de coco,,15.0,coconut milk
946,102,,,poivre,,,pepper
947,102,,,sel,,,salt
948,102,,,cumin,,,cumin
949,102,,,gruyère râpé,,,grated gruyere
950,102,,1.0,oignon,,1.0,onion
951,102,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
952,102,,4.0,courgettes,,4.0,zucchini
953,102,g,500.0,chair à saucisse,g,500.0,sausage meat
954,102,,1.0,échalote,,1.0,shallot
955,102,,1.0,tomates pelées,,1.0,peeled tomatoes
956,102,cl,10,crème liquide,cl,10,liquid cream
957,102,,,herbes de Provence,,,herbs of Provence
958,103,,,poivre,,,pepper
959,103,,,huile d'olive,,,olive oil
960,103,gros,,sel,fat,,salt
961,103,,1.0,côte de boeuf,,1.0,rib of beef
962,103,,,herbes de Provence,,,herbs of Provence
963,104,,,poivre,,,pepper
964,104,,,sel,,,salt
965,104,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
966,104,,1.0,reblochon,,1.0,reblochon
967,104,g,200.0,oignon,g,200.0,onion
968,104,g,200.0,lardons fumés,g,200.0,smoked bacon
969,104,kg,1.0,pomme de terre,kg,1.0,potato
970,104,gousse,1.0,ail,pod,1.0,garlic
971,105,,,huile,,,oil
972,105,,,oignon,,,onion
973,105,,,thym,,,thyme
974,105,,,moutarde,,,mustard
975,105,,,sel,,,salt
976,105,,,poivre,,,pepper
977,105,,1.0,côte de porc,,1.0,pork chop
978,106,,,poivre,,,pepper
979,106,g,10.0,beurre,g,10.0,butter
980,106,cuillères à soupe,3.0,miel,tablespoons,3.0,Honey
981,106,blancs,6.0,boudins,whites,6.0,blood sausages
982,106,,3.0,pommes,,3.0,apples
983,107,,,sel,,,salt
984,107,,,poivre,,,pepper
985,107,cl,20.0,huile,cl,20.0,oil
986,107,g,400.0,spaghetti,g,400.0,spaghetti
987,107,g,50.0,basilic,g,50.0,basil
988,107,gousses,2.0,ail,pods,2.0,garlic
989,107,g,100.0,pignons,g,100.0,pinions
990,107,g,50.0,pecorino,g,50.0,pecorino
991,107,g,50.0,Parmesan,g,50.0,Parmesan
992,108,g,100.0,lardons fumés,g,100.0,smoked bacon
993,108,,1.0,carotte,,1.0,carrot
994,108,g,250.0,lentilles vertes,g,250.0,green lentils
995,108,,4.0,saucisses,,4.0,sausages
996,108,blanc,,oignon,white,,onion
997,108,bouquet,1.0,garni,bunch,1.0,garni
998,109,g,200.0,lardons,g,200.0,bacon
999,109,,2.0,oignons,,2.0,onions
1000,109,,1.0,courge spaghetti,,1.0,spaghetti squash
1001,109,cl,25.0,crème fraîche épaisse,cl,25.0,thick crème fraîche
1002,109,g,100.0,Parmesan,g,100.0,Parmesan
1003,110,pincée,1.0,sel,pinch,1.0,salt
1004,110,cuillère à café,1.0,huile,teaspoon,1.0,oil
1005,110,g,20.0,beurre,g,20.0,butter
1006,110,,1.0,oignon,,1.0,onion
1007,110,g,500.0,steak,g,500.0,steak
1008,111,,,huile d'olive,,,olive oil
1009,111,,,cumin,,,cumin
1010,111,,,sel,,,salt
1011,111,,,poivre,,,pepper
1012,111,,,persil,,,parsley
1013,111,,2.0,oignons,,2.0,onions
1014,111,kg,1.0,viande hachée,kg,1.0,minced meat
1015,111,,2.0,tomates pelées,,2.0,peeled tomatoes
1016,111,,,paprika,,,paprika
1017,111,,,oeuf,,,egg
1018,112,,,persil,,,parsley
1019,112,filet,,huile d'olive,net,,olive oil
1020,112,g,500.0,seiche,g,500.0,cuttlefish
1021,112,gousses,4.0,ail,pods,4.0,garlic
1022,112,,2.0,échalotes,,2.0,shallots
1023,112,"cuillère à soupe, blanc",1.0,vin,"tablespoon, white",1.0,wine
1024,113,g,100.0,gruyère râpé,g,100.0,grated gruyere
1025,113,,1.0,oignon,,1.0,onion
1026,113,g,600.0,sauce bolognaise,g,600.0,Bolognese sauce
1027,113,,,pâtes à lasagnes,,,lasagna pasta
1028,113,g,350.0,viande hachée,g,350.0,minced meat
1029,113,g,125.0,beurre,g,125.0,butter
1030,113,"grosses, cuillères à soupe",2.0,farine,"large, tablespoons",2.0,flour
1031,113,,0.5,llait,,0.5,milk
1032,114,,,poivre,,,pepper
1033,114,,,sel,,,salt
1034,114,g,20.0,farine,g,20.0,flour
1035,114,g,20.0,beurre,g,20.0,butter
1036,114,g,300.0,macaroni,g,300.0,macaroni
1037,114,,40.0,cllait,,40.0,clait
1038,114,g,150.0,cheddar,g,150.0,Cheddar
1039,115,,,poivre,,,pepper
1040,115,,,sel,,,salt
1041,115,,,huile d'olive,,,olive oil
1042,115,brins,4.0,aneth,strands,4.0,dill
1043,115,,20.0,tomates cerise,,20.0,cherry tomatoes
1044,115,,4.0,pavés saumon frais,,4.0,fresh salmon fillets
1045,115,,20.0,champignons de Paris,,20.0,button mushrooms
1046,115,gousse,1.0,ail,pod,1.0,garlic
1047,115,,1.0,citron,,1.0,lemon
1048,116,,,poivre,,,pepper
1049,116,cuillères à soupe,4.0,moutarde à l'ancienne,tablespoons,4.0,old-fashioned mustard
1050,116,"tranches, blanc",4.0,jambon,"slices, white",4.0,ham
1051,116,g,800.0,cheddar,g,800.0,Cheddar
1052,116,cl,25.0,bière brune,cl,25.0,brown beer
1053,116,,1.0,pain de campagne,,1.0,country bread
1054,116,,4.0,oeufs,,4.0,eggs
1055,117,,,persil,,,parsley
1056,117,cuillère à soupe,1.0,farine,tablespoon,1.0,flour
1057,117,,1.0,oignon,,1.0,onion
1058,117,,3.0,cuisses de poulet,,3.0,chicken thighs
1059,117,gousse,1.0,ail,pod,1.0,garlic
1060,117,pot,1.0,crème fraîche épaisse,jar,1.0,thick crème fraîche
1061,117,boîte,1.0,champignon,box,1.0,mushroom
1062,117,cuillères à soupe,2.0,fond,tablespoons,2.0,bottom
1063,118,sachet,1.0,levure,bag,1.0,yeast
1064,118,g,15.0,huile,g,15.0,oil
1065,118,g,80.0,sucre,g,80.0,sugar
1066,118,g,340.0,farine,g,340.0,flour
1067,118,g,150.0,eau,g,150.0,water
1068,118,,2.0,oignons,,2.0,onions
1069,118,g,150.0,échine de porc,g,150.0,pork loin
1070,118,gousse,1.0,ail,pod,1.0,garlic
1071,118,,2.0,champignons,,2.0,mushrooms
1072,118,,1.0,saucisse,,1.0,sausage
1073,118,,2,oeufs,,2,eggs
1074,118,goutte,,sauce soja,drop,,soy sauce
1075,119,,,poivre,,,pepper
1076,119,cuillères à soupe,2.0,miel,tablespoons,2.0,Honey
1077,119,cuillère à soupe,1.0,moutarde,tablespoon,1.0,mustard
1078,119,,2.0,oignons,,2.0,onions
1079,119,kg,1.2,rôti de porc,kg,1.2,roast pork
1080,119,gousse,1.0,ail,pod,1.0,garlic
1081,119,,1.0,cube bouillon,,1.0,bouillon cube
1082,120,,,moutarde,,,mustard
1083,120,,4.0,pains,,4.0,breads
1084,120,,,relish,,,relish
1085,120,,4.0,knackis,,4.0,sausages
1086,120,,,ketchup,,,ketchup
1087,121,,,sel,,,salt
1088,121,,,poivre,,,pepper
1089,121,,,huile d'olive,,,olive oil
1090,121,,1.0,courgette,,1.0,zucchini
1091,121,g,500.0,pâtes,g,500.0,pasta
1092,121,,,ail,,,garlic
1093,121,,,herbes,,,herbs
1094,122,cuillère à soupe,1.0,sucre en poudre,tablespoon,1.0,Powdered sugar
1095,122,branche,0.6666667,thym,branch,0.6666667,thyme
1096,122,,,sel,,,salt
1097,122,,,poivre,,,pepper
1098,122,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
1099,122,feuilles,2.0,de laurier,leaves,2.0,of laurel
1100,122,,2.0,oignons,,2.0,onions
1101,122,,3.0,poivrons verts,,3.0,green peppers
1102,122,petite boîte,1.0,tomates pelées,small box,1.0,peeled tomatoes
1103,122,gousses,2.0,ail,pods,2.0,garlic
1104,122,verre,0.5,eau,glass,0.5,water
1105,123,,,fond de veau,,,veal stock
1106,123,,,huile d'olive,,,olive oil
1107,123,,1.0,porc,,1.0,pork
1108,123,kg,1.0,pomme de terre,kg,1.0,potato
1109,124,,,moutarde,,,mustard
1110,124,,,tomate,,,tomato
